time (seconds),accelerometer X (m/sec^2 highlighted),accelerometer Y (m/sec^2 highlighted),accelerometer Z (m/sec^2 highlighted)
37.28,-0.48,-8.92,-4.87
37.296,-1.51,-9.65,-3.96
37.312,-1.7,-8.51,-3.86
37.329,-0.84,-8.71,-3.57
37.346,-2.12,-9.58,-3.7
37.362,-0.27,-8.44,-4.02
37.379,-1,-8.97,-4
37.396,-0.89,-8.22,-4.19
37.412,-0.55,-8.8,-4.07
37.429,-0.89,-7.98,-5.33
37.446,0.22,-8.73,-4.83
37.462,-1.12,-9.24,-4.84
37.479,0.56,-8.54,-3.17
37.496,-0.56,-8.8,-3.45
37.513,-1.04,-8.46,-5.05
37.529,-0.58,-8.63,-4.23
37.546,-1.97,-9.53,-4.74
37.562,0.64,-8.15,-3.63
37.579,-1.46,-9.43,-3.58
37.596,-2.6,-8.46,-5.13
37.613,0.69,-8.74,-4.56
37.629,-2.15,-9.24,-5.22
37.646,-0.2,-8.78,-4.79
37.662,-1.08,-9.77,-3.92
37.679,-0.22,-8.85,-4.67
37.696,-0.26,-8.83,-4.37
37.712,-0.87,-9.02,-4.39
37.729,-0.54,-8.41,-4.02
37.746,-0.71,-9.18,-4.43
37.763,0.29,-8.28,-4.75
37.779,-0.97,-8.51,-4.63
37.797,-1.66,-9.04,-4.83
37.813,0.21,-8.61,-3
37.83,-2.17,-9.39,-4.6
37.847,-0.16,-8.59,-5.38
37.863,-0.29,-9.09,-4.84
37.879,-0.05,-8.15,-4.22
37.897,0.4,-8.2,-3.24
37.913,-2.24,-9.6,-4.61
37.93,0,-8.68,-4.19
37.947,-0.65,-8.72,-4.64
37.963,-0.05,-8.68,-4.48
37.98,-0.72,-8.54,-4.1
37.997,-1.71,-9.44,-4.83
38.013,0.73,-8.77,-3.6
38.03,-1.42,-9.46,-4.56
38.047,-0.61,-8.66,-4.8
38.063,0.09,-8.74,-3.79
38.079,-1.32,-8.87,-5.52
38.097,0.39,-8.68,-4.73
38.113,-1.29,-9.16,-4.55
38.13,0.75,-8.23,-2.68
38.147,0.18,-8.07,-2.84
38.163,-2.52,-9.09,-5.72
38.18,0.85,-8.7,-5.18
38.197,-0.51,-9.33,-5.26
38.213,0.25,-8.27,-3.58
38.23,-1.4,-9.34,-3.71
38.247,-1.84,-8.99,-4.75
38.263,0.14,-8.42,-4.52
38.28,-1.82,-9.09,-5.82
38.297,0.73,-8.46,-4.6
38.313,-0.48,-9.62,-3.68
38.33,-0.2,-8.69,-5.44
38.347,0.38,-8.2,-4.79
38.363,-1.71,-9,-4.15
38.38,1.36,-7.98,-2.61
38.397,-0.84,-9.44,-2.95
38.413,0.27,-8.9,-5.88
38.43,0.11,-9.71,-6.06
38.447,-0.73,-8.94,-5.12
38.463,0.4,-7.86,-3.1
38.48,-1.47,-8.22,-5.05
38.497,0.52,-8.71,-4.17
38.513,-0.88,-9.32,-5.29
38.53,-0.15,-8.34,-4.93
38.547,0.19,-8.72,-4.08
38.563,0.59,-8.33,-5.37
38.58,0.02,-9.29,-4.83
38.597,-1.68,-9.02,-5.26
38.613,0.57,-7.83,-3.64
38.63,-0.83,-9.53,-3.46
38.647,0.69,-8.76,-4.02
38.663,-1.43,-9.5,-5.55
38.68,0,-8.19,-5.56
38.696,0.27,-8.93,-4.06
38.713,-0.16,-9.04,-5.04
38.73,0.24,-8.23,-4.75
38.747,-1.06,-8.58,-4.54
38.763,0.52,-8.32,-4.19
38.78,-1.15,-9.24,-5.03
38.796,-0.06,-8.56,-5.6
38.813,-0.76,-8.61,-4.49
38.83,0.64,-8.68,-3.44
38.847,-1.17,-9.33,-4.39
38.863,0.29,-8.85,-4.42
38.88,0.33,-8.48,-4.56
38.897,0.47,-8.51,-4.4
38.913,0.31,-8.58,-4.76
38.93,-0.58,-8.13,-5.7
38.947,0.11,-8.01,-5.4
38.963,-0.13,-8.27,-4.54
38.979,0.05,-8.71,-3.79
38.997,-1.19,-9.1,-5.05
39.013,0.33,-8.69,-4.56
39.03,0.42,-8.89,-4.63
39.047,0.52,-8.5,-4.23
39.063,-0.84,-9.1,-4.95
39.08,0.13,-8.56,-5.56
39.097,0.37,-8.48,-4.72
39.113,0.16,-8.59,-4.62
39.13,0.42,-7.78,-4.62
39.147,-0.49,-8.35,-5.22
39.163,0.21,-8.05,-4.89
39.18,-1.25,-9.13,-5.26
39.197,0.17,-8.17,-4.92
39.213,-0.34,-8.86,-5.38
39.23,0.67,-9.02,-5.09
39.247,-0.23,-9.06,-5.72
39.263,-0.09,-8.33,-4.56
39.279,0.04,-8.9,-4.08
39.296,0.24,-9.19,-3.72
39.313,-0.46,-9.13,-4.97
39.33,-0.56,-8.91,-5.56
39.347,0.7,-8.46,-4.5
39.363,0.4,-8.33,-4.53
39.38,-0.04,-8.37,-4.15
39.397,-1.38,-8.12,-4.56
39.413,-0.07,-7.94,-4.14
39.43,-1.33,-8.86,-4.56
39.446,-0.49,-8.8,-5.1
39.463,-0.65,-8.86,-5.45
39.479,1.08,-8.3,-4.75
39.497,-0.95,-9.41,-3.85
39.512,-0.78,-8.43,-4.91
39.53,0.27,-8.47,-4.7
39.547,0.12,-8.85,-5.41
39.563,0.1,-9.32,-4.74
39.58,-0.84,-9.28,-4.83
39.597,-0.14,-8.52,-3.92
39.613,-0.9,-8.97,-4.01
39.63,-0.49,-8.53,-4
39.647,-0.73,-8.74,-4.66
39.663,-0.76,-8.17,-5.28
39.68,0.27,-8.35,-5.12
39.697,-0.07,-8.54,-4.84
39.713,0.53,-8.46,-3.99
39.73,-1.82,-9.09,-4.96
39.747,0.36,-8.2,-4.51
39.763,-0.22,-8.72,-4.63
39.78,0.09,-8.55,-4.19
39.796,-0.59,-9.26,-3.45
39.813,-1.26,-8.71,-4.2
39.83,0.34,-8.54,-5.44
39.847,-1.07,-9.25,-5.33
39.863,0.29,-9.12,-4.22
39.88,-1.58,-9.69,-3.68
39.897,-0.44,-8.5,-3.88
39.913,-0.22,-8.5,-4.07
39.93,0.29,-8.07,-3.66
39.947,-0.44,-8.64,-3.89
39.963,-2.08,-9.59,-4.67
39.98,0.72,-9.07,-6.04
39.997,-1,-9.51,-4.29
40.013,-0.43,-8.62,-4.01
40.03,-0.76,-8.76,-3.71
40.047,0.3,-8.1,-5.17
40.063,0.89,-8.72,-4.35
40.08,-1.58,-9.69,-4.78
40.097,0.7,-8.64,-4.32
40.113,-0.16,-8.62,-4.54
40.13,-0.67,-8.24,-4.91
40.147,-0.36,-8.9,-3.57
40.163,-2.08,-9.45,-4.27
40.18,1.02,-8.08,-3.63
40.197,-1.54,-9.86,-4.36
40.213,0.37,-8.47,-5.41
40.23,0.71,-8.94,-4.97
40.247,-1.51,-8.74,-5.2
40.263,0.43,-8.87,-3.73
40.28,-1.72,-9.98,-3.33
40.296,-0.7,-9.03,-4.37
40.313,-0.3,-8.96,-4.43
40.33,-0.79,-8.77,-5.62
40.347,-0.1,-8.18,-4.78
40.363,-0.27,-8.5,-4.08
40.38,-1.04,-8.48,-3.7
40.397,0.02,-9.13,-4.15
40.413,-0.98,-8.91,-4.36
40.43,0.06,-8.53,-3.81
40.447,-0.37,-9.7,-4.08
40.463,0,-9.16,-4.59
40.479,0.8,-9.7,-5.63
40.497,0.55,-8.6,-5.02
40.513,-0.11,-8.43,-2.93
40.53,-1.01,-8.88,-4.04
40.547,-0.46,-8.26,-4.42
40.563,-0.47,-9.35,-5.31
40.58,0.55,-8.37,-3.42
40.597,-0.26,-9.5,-2.44
40.613,-0.24,-9.43,-4.96
40.63,0.2,-8.66,-4.36
40.647,0.36,-8.81,-5.08
40.663,-0.1,-7.82,-4.48
40.68,-0.71,-8.68,-3.51
40.697,-0.86,-9.25,-4.52
40.713,0.27,-8.8,-4.8
40.73,-0.48,-9.12,-5.54
40.747,-0.67,-8.89,-5.06
40.763,0.21,-9.31,-2.84
40.78,-0.88,-9.23,-4.49
40.796,0.65,-8.08,-4.73
40.813,-0.6,-8.46,-5.05
40.83,-0.17,-7.96,-4.67
40.847,-0.06,-9.31,-3.51
40.863,-0.74,-9.27,-3.77
40.88,0.93,-8.56,-4.71
40.897,0.17,-8.77,-5.35
40.913,0.08,-7.86,-6.11
40.93,-0.21,-8.75,-4.16
40.947,-1.2,-9.34,-3.82
40.963,0.34,-8.71,-3.51
40.98,-0.23,-9.34,-4.19
40.997,-0.16,-8.27,-4.8
41.013,-0.17,-8.49,-4.75
41.03,-0.15,-8.34,-4.73
41.047,-0.23,-8.3,-4.4
41.063,-0.22,-9.33,-4.02
41.08,0.39,-8.79,-4.47
41.097,0.72,-9.28,-4.64
41.113,-0.12,-8.96,-5.44
41.13,-0.12,-8.63,-5.06
41.147,-0.25,-8.7,-4.61
41.163,-0.58,-8.47,-3.59
41.18,-0.78,-9.66,-2.38
41.197,-1.09,-10.2,-2.9
41.213,0.11,-9.4,-3.82
41.23,-0.25,-9.2,-4.29
41.247,0.05,-7.83,-4.23
41.263,-0.95,-9.3,-3.29
41.28,0.22,-8.65,-3.86
41.296,1.08,-9.42,-3.98
41.313,-0.23,-10.13,-4.39
41.33,0.59,-8.72,-4.02
41.347,-0.27,-8.92,-3.55
41.363,-1.06,-8.81,-3.6
41.38,-0.23,-9.49,-4.24
41.397,-0.29,-9.91,-4.49
41.413,0.53,-9.3,-4.08
41.43,-0.12,-9.79,-3.26
41.447,-0.75,-8.68,-3.62
41.463,0.07,-9.58,-3.21
41.48,-0.75,-9.2,-3.24
41.497,0.29,-8.95,-3.26
41.513,-0.34,-8.98,-3.29
41.53,-0.3,-8.24,-4.4
41.547,0.79,-9.37,-3.46
41.563,-0.45,-8.74,-3.8
41.58,0.52,-8.95,-3.52
41.597,0.59,-9.3,-3.79
41.613,0.61,-8.6,-5.27
41.63,0.16,-9.47,-5.07
41.647,-0.09,-8.71,-4.72
41.663,-0.73,-9.11,-3.53
41.68,-0.74,-8.84,-3.67
41.697,0.31,-8.1,-5.32
41.713,0.22,-9.11,-5.39
41.73,0.46,-8.76,-5.8
41.747,1.29,-9.14,-3.9
41.763,-0.7,-9.33,-4.51
41.78,0.66,-8.45,-4.97
41.796,1.65,-8.88,-3.78
41.813,0.51,-7.86,-4.07
41.83,0.66,-8.98,-3.1
41.847,-0.94,-9.31,-4.19
41.863,1.14,-9.23,-5.55
41.88,0.48,-9.3,-5.37
41.897,0.5,-8.74,-4.91
41.913,-0.4,-8.73,-3.31
41.93,-1.24,-9.22,-4.36
41.947,0.09,-8.48,-5.63
41.963,-0.29,-8.45,-5.28
41.98,-0.24,-8.15,-5.44
41.997,0.9,-8.34,-4.13
42.013,-1.15,-8.3,-5.05
42.03,-0.09,-8.22,-5.49
42.047,0.2,-8.39,-4.72
42.063,0.47,-8.18,-4.14
42.08,0.97,-9.03,-3.22
42.097,-0.37,-9.14,-3.21
42.113,1.29,-9.33,-3.93
42.129,1.03,-9.29,-4.53
42.147,0.63,-8.35,-5.38
42.163,0.78,-9.08,-4.51
42.18,-0.95,-9.46,-4.47
42.197,0.41,-8.98,-4.45
42.213,-0.04,-9.05,-4.62
42.23,0.14,-8.31,-4.93
42.247,0.41,-8.78,-4.46
42.263,-0.55,-8.26,-5.19
42.28,0.41,-7.91,-5.05
42.296,0.1,-8.91,-5.35
42.313,0.5,-7.95,-5.06
42.33,0.56,-8.73,-4.31
42.347,-0.67,-8.75,-4.06
42.363,1.14,-9.19,-3.9
42.38,0.94,-8.81,-4.79
42.397,0.57,-8.11,-4.75
42.413,0.79,-9.06,-3.56
42.43,-0.48,-9.45,-4.2
42.447,1,-9.26,-4.26
42.463,0.55,-9.42,-4.56
42.48,0.45,-8.02,-4.51
42.497,-0.31,-8.91,-3.77
42.513,-0.93,-9.47,-4.46
42.53,0.27,-8.35,-4.44
42.547,-0.15,-9.05,-5.44
42.563,0.39,-7.51,-5.56
42.58,0.9,-8.94,-4.28
42.597,-0.55,-8.12,-5.33
42.613,1.16,-7.84,-5.34
42.63,-0.14,-9.01,-5.22
42.647,1.83,-7.95,-4.91
42.663,0.96,-9.22,-4.18
42.68,-0.64,-8.65,-4.8
42.697,0.81,-9.5,-4.55
42.713,-0.18,-8.78,-4.75
42.73,1.54,-7.77,-4.62
42.747,-0.09,-8.86,-3.3
42.763,-0.89,-9.18,-4.23
42.78,1,-9.46,-4.78
42.797,-0.54,-8.87,-5.48
42.813,0.87,-7.93,-5.33
42.83,0.33,-8.8,-3.49
42.847,0.16,-8.03,-4.89
42.863,0.86,-9.02,-4.5
42.88,-0.83,-8.96,-5.05
42.897,0.75,-8.64,-4.46
42.913,0.54,-8.7,-4.07
42.93,-0.64,-8.17,-5.42
42.947,0.13,-9.05,-5.17
42.963,-0.73,-8.87,-5.24
42.98,0.85,-8.51,-4.47
42.997,-0.59,-9.22,-3.7
43.013,-0.74,-8.73,-4.83
43.03,0.74,-9.28,-4.75
43.047,-0.02,-8.53,-4.73
43.063,0.75,-8.34,-4.13
43.08,0.37,-9.17,-3.04
43.097,0.59,-8.28,-4.11
43.113,0.72,-9.68,-4.16
43.13,-0.21,-8.69,-4.74
43.147,0.77,-9.46,-3.85
43.163,-0.01,-8.95,-3.59
43.18,0.45,-8.04,-4.99
43.197,0.2,-8.97,-4.6
43.213,-0.79,-8.85,-4.6
43.23,0.85,-9.21,-3.95
43.247,-1.11,-9.19,-4.54
43.263,0.4,-7.93,-5.22
43.28,0.46,-9.12,-4.32
43.297,0.47,-7.8,-4.74
43.313,0.71,-8.94,-4.15
43.33,-0.74,-9.21,-4.5
43.347,0.27,-7.86,-5.46
43.363,0.74,-9.23,-4.64
43.38,0.31,-7.91,-5.15
43.397,0.61,-8.77,-4.57
43.413,-0.07,-8.96,-4.49
43.43,0.64,-8.47,-4.8
43.447,0.76,-9.2,-4.41
43.463,0.57,-8.11,-5.04
43.48,0.99,-8.86,-4.34
43.497,0.27,-8.79,-4.58
43.513,0.75,-8.29,-5.02
43.53,0.7,-8.43,-4.72
43.547,0.23,-8.13,-5.15
43.563,0.76,-9.13,-4.51
43.58,-0.12,-8.42,-5.42
43.597,0.65,-8.28,-4.97
43.613,0.53,-8.43,-4.6
43.63,0.82,-8.51,-4.56
43.647,0.53,-9.38,-4.14
43.663,-0.34,-8.66,-5.11
43.68,0.35,-9.72,-4.52
43.697,0.3,-8.5,-4.57
43.713,0.89,-8.09,-4.73
43.73,0.34,-8.37,-4.4
43.747,0.03,-8.52,-5.13
43.763,0.25,-9.57,-4.65
43.78,0.31,-8.16,-5.19
43.797,0.79,-7.81,-5.08
43.813,0.67,-8.49,-4.69
43.83,0.88,-7.66,-5.45
43.847,0.53,-9.31,-4.9
43.863,0.41,-8.18,-5.1
43.88,0.8,-9.24,-4.76
43.897,0.52,-8.59,-4.51
43.913,0.96,-7.8,-5.54
43.93,0.33,-9.1,-4.58
43.947,-0.22,-8.15,-4.77
43.963,0.94,-9.18,-4.57
43.98,-0.19,-8.49,-4.62
43.997,0.55,-8,-5.37
44.013,0.54,-9.34,-4.53
44.03,0.37,-7.91,-5.34
44.047,1.1,-8.9,-4.86
44.063,-0.15,-8.38,-4.67
44.08,1.01,-8.45,-5.06
44.097,0.51,-9.36,-4.65
44.113,0.1,-8.04,-5.29
44.13,0.82,-9.08,-4.74
44.147,0.12,-8.31,-4.62
44.163,1.03,-8.09,-5.41
44.18,0.53,-8.34,-4.73
44.197,-0.1,-8.08,-5.29
44.213,0.99,-9.25,-4.64
44.23,-0.32,-8.49,-5.44
44.247,1.07,-7.91,-5.41
44.263,0.55,-8.59,-4.53
44.28,-0.24,-8.16,-5.03
44.297,1.04,-9.3,-4.64
44.313,-0.38,-8.58,-5.34
44.33,0.86,-7.85,-5.51
44.347,0.52,-8.83,-4.55
44.363,0.67,-7.86,-5.08
44.38,0.83,-9.13,-4.6
44.397,-0.49,-8.72,-5.03
44.413,0.96,-8.94,-4.77
44.43,0.58,-9.03,-4.52
44.447,0.42,-7.87,-5.2
44.463,0.81,-8.73,-4.46
44.48,-0.5,-8.75,-4.96
44.497,1.31,-8.47,-5.03
44.513,-0.11,-8.58,-4.67
44.53,0.12,-7.93,-5.22
44.547,1.01,-8.97,-4.53
44.563,0.02,-8.32,-5.73
44.58,1.46,-8.09,-5.17
44.597,0.1,-8.72,-4.46
44.613,1.35,-8.18,-4.71
44.63,1.16,-9.08,-4.39
44.647,-0.35,-8.54,-5.56
44.663,1.05,-9.37,-4.63
44.68,0.19,-8.91,-4.6
44.697,1.12,-7.88,-5.18
44.713,0.31,-8.64,-4.08
44.73,-0.66,-8.76,-4.99
44.747,1.27,-9.06,-4.55
44.763,-0.74,-8.7,-4.88
44.78,1.22,-7.62,-5.34
44.797,0.24,-8.89,-4.36
44.813,1.12,-7.75,-5.76
44.83,1.51,-8.74,-4.77
44.847,-0.4,-8.77,-4.42
44.863,1.3,-8.74,-4.61
44.883,0.77,-9.01,-4.12
44.896,0.21,-8.32,-5.7
44.913,0.95,-9.3,-4.78
44.933,-0.21,-9.19,-4.59
44.947,1.49,-8.36,-4.48
44.966,-0.37,-9.21,-3.41
44.985,-0.08,-8.47,-4.15
45.002,0.69,-8.97,-3.42
45.018,0.38,-8.38,-4.89
45.035,1.74,-8.02,-4.97
45.052,-0.08,-8.87,-4.84
45.068,1.48,-7.73,-6.01
45.085,0.72,-8.91,-4.75
45.102,-0.03,-8.44,-5.03
45.119,0.8,-8.96,-3.87
45.135,0.07,-8.92,-3.92
45.151,1.56,-7.64,-5.8
45.168,0.71,-8.78,-4.53
45.185,-0.13,-8.65,-5.18
45.202,1.42,-8.85,-4.18
45.218,0.38,-8.93,-3.96
45.235,1.54,-7.75,-5.89
45.252,0.5,-8.8,-4.6
45.269,-0.54,-8.98,-5.02
45.285,1.14,-8.65,-4.33
45.301,-0.85,-9.14,-4.82
45.318,0.81,-7.72,-6.09
45.335,0.83,-8.86,-4.72
45.351,0.99,-7.75,-5.42
45.368,1.54,-8.39,-4.31
45.385,-0.68,-9.25,-4.02
45.402,1.58,-8.57,-4.9
45.418,0.84,-9.15,-4.57
45.434,0.25,-8.14,-5.7
45.452,0.44,-8.69,-4.14
45.468,-0.76,-8.9,-4.22
45.485,1.21,-8.09,-5.65
45.501,-0.01,-8.74,-5.42
45.518,0.15,-8.35,-5.92
45.535,0.57,-8.68,-4.06
45.551,-0.41,-8.65,-5.15
45.568,1.48,-7.78,-5.26
45.585,0.3,-8.9,-4.3
45.601,1.6,-7.72,-4.97
45.618,0.96,-9.01,-3.84
45.635,-0.47,-9.11,-4.85
45.651,1.14,-9.16,-4.59
45.668,0.77,-9.07,-4.49
45.684,1.22,-7.75,-5.38
45.701,0.33,-8.84,-3.73
45.718,-0.82,-9.12,-4.52
45.734,1.5,-8.46,-4.74
45.751,-0.21,-8.85,-4.81
45.768,0.63,-7.93,-5.35
45.784,0.31,-8.75,-3.33
45.801,0.21,-8.27,-4.81
45.818,1.67,-8.05,-4.69
45.834,0.34,-9.02,-4.72
45.851,1.33,-8.08,-5.3
45.868,0.48,-9.31,-4.43
45.884,-0.7,-8.62,-5.27
45.901,0.65,-9.47,-5.02
45.918,0.19,-8.98,-5.27
45.934,0.96,-7.79,-5.31
45.951,0.58,-9.07,-4.25
45.967,-0.79,-8.85,-4.33
45.984,0.72,-9.29,-4.59
46,0.85,-9.26,-4.43
46.017,0.69,-7.63,-5.15
46.034,0.42,-8.78,-3.89
46.051,0.18,-8.13,-5.15
46.067,0.44,-8.85,-4.98
46.084,0.28,-8.6,-4.81
46.1,0.64,-8.52,-4.46
46.118,0.64,-9.25,-3.59
46.134,0.13,-8.72,-4.44
46.15,0.9,-8.39,-4.66
46.167,0.74,-8.87,-4.54
46.183,1.01,-8.2,-4.59
46.2,0.55,-8.92,-3.44
46.217,0.04,-8.93,-4.43
46.233,0.71,-9.74,-4.48
46.251,0.75,-9.36,-4.25
46.267,0.99,-7.8,-5.02
46.284,0.26,-8.9,-3.58
46.3,-0.62,-9.05,-4.53
46.317,0.83,-9.1,-4.9
46.334,-0.36,-8.45,-4.56
46.35,0.46,-7.85,-4.97
46.366,0,-9.28,-3.21
46.384,0.39,-7.91,-5.62
46.4,1.02,-7.88,-5.56
46.417,0.28,-8.68,-5.07
46.433,0.57,-8.04,-4.86
46.45,0.5,-9.42,-4.06
46.467,0.03,-8.76,-4.88
46.483,0.73,-9.58,-4.62
46.5,0.6,-9.2,-4.52
46.517,1.24,-7.59,-4.47
46.534,0.28,-8.99,-3.6
46.55,-0.3,-9.43,-4.64
46.567,0.8,-9.2,-4.77
46.583,-0.76,-9.01,-4.9
46.6,1.05,-7.72,-4.59
46.616,0.32,-9.06,-3.19
46.633,0.84,-7.87,-5.43
46.65,0.85,-9.43,-5.09
46.666,-0.58,-9.16,-4.9
46.683,0.78,-9.11,-4.03
46.7,0.25,-8.99,-3.31
46.717,0.6,-7.68,-4.67
46.733,0.49,-9.04,-3.77
46.75,-0.69,-8.96,-3.95
46.767,1,-9.09,-4.2
46.784,-0.55,-9.31,-4.48
46.799,1.02,-7.81,-5.68
46.817,0.51,-9.23,-4.03
46.833,1.12,-7.86,-4.78
46.85,1.07,-8.92,-4.02
46.866,-0.19,-9.42,-4.15
46.883,1.39,-8.57,-5.09
46.9,0.37,-9.34,-4.43
46.917,0.82,-7.91,-5.04
46.933,-0.05,-9.08,-3.68
46.949,-0.15,-9.15,-4.06
46.966,1.52,-8.41,-5.38
46.983,-0.01,-8.8,-3.97
47,0.72,-8.26,-4.63
47.017,0.03,-9.31,-3.67
47.033,0.17,-8.55,-5.12
47.049,1.14,-7.87,-5.63
47.066,0.06,-8.53,-4.6
47.083,1.4,-7.84,-5.06
47.099,0.27,-9.52,-4
47.116,-0.39,-9.04,-5.03
47.133,0.88,-9.57,-4.53
47.149,0.07,-8.56,-4.36
47.166,1.31,-7.59,-4.94
47.182,0.91,-9.22,-3.72
47.199,-0.7,-9.29,-4.51
47.216,1.46,-8.93,-4.97
47.232,0.25,-9.03,-4.63
47.249,0.84,-7.78,-5.21
47.266,0.16,-9.16,-3.6
47.282,-0.71,-9,-4.29
47.3,1.71,-8.39,-5.35
47.316,-0.56,-8.63,-5.06
47.333,0.15,-8.04,-5.5
47.349,0.46,-9.14,-3.82
47.366,-0.14,-8.56,-5.29
47.382,1.73,-7.97,-5.46
47.399,0.3,-8.84,-4.9
47.415,1.57,-7.8,-4.63
47.432,0.81,-9.26,-3.53
47.449,-0.2,-9.13,-4.15
47.466,0.6,-9.22,-3.98
47.483,0.53,-9.34,-4.04
47.499,1.08,-8.18,-4.44
47.516,0.31,-9.26,-3.63
47.532,-0.24,-9.66,-4.01
47.549,0.67,-9.29,-3.73
47.565,-0.55,-9.09,-4.01
47.582,0.08,-8.31,-4.41
47.599,0.45,-8.82,-3.84
47.616,-0.29,-8.25,-5.38
47.632,0.68,-8.77,-5.21
47.649,-0.57,-8.86,-5.48
47.664,0.96,-8.43,-5.11
47.682,0.88,-8.22,-4.78
47.699,0.21,-7.87,-5.73
47.716,1.2,-8.53,-5.14
47.732,0.31,-8.68,-5.09
47.749,1.44,-8.21,-5
47.765,0.52,-8.91,-4.67
47.782,0.65,-8.55,-5.38
47.799,1.18,-9.01,-4.6
47.815,-0.12,-8.3,-4.9
47.833,1.33,-7.99,-4.7
47.849,-0.14,-8.54,-4.54
47.865,1.37,-8.02,-5.31
47.882,0.94,-9.25,-4.67
47.899,-0.43,-8.66,-4.91
47.916,1.15,-9.2,-4.22
47.932,0.45,-8.61,-4.3
47.948,0.98,-8.08,-5.24
47.966,0.62,-8.55,-4.67
47.982,-0.53,-8.69,-4.83
47.999,1.29,-8.89,-4.31
48.015,-0.68,-9.08,-5.2
48.032,0.63,-8.05,-5.51
48.049,0.88,-8.73,-4.61
48.065,0.43,-8.17,-4.77
48.082,1.53,-8.71,-4.17
48.098,-0.52,-9.04,-4.96
48.115,1.57,-8.75,-4.72
48.131,1.04,-8.67,-4.58
48.149,0.2,-8.21,-4.9
48.165,1.59,-8.54,-4.39
48.181,-0.22,-8.94,-4.98
48.196,1.6,-8.52,-4.96
48.215,-0.14,-8.74,-4.56
48.231,-0.13,-8.43,-4.76
48.248,1.26,-8.68,-4.21
48.265,-0.21,-8.82,-4.61
48.281,1.44,-8.51,-4.71
48.298,0,-8.72,-4.44
48.314,-0.38,-8.65,-4.69
48.332,1.26,-8.83,-4.17
48.348,-0.4,-8.78,-5.32
48.365,1.43,-8.42,-4.91
48.382,0.19,-8.69,-4.51
48.398,1.39,-8.31,-4.37
48.414,1.36,-8.73,-4.29
48.432,-0.33,-8.85,-5.26
48.448,1.26,-8.97,-4.43
48.465,0.33,-8.71,-4.4
48.481,1.41,-8.25,-4.34
48.498,0.2,-8.73,-4.52
48.514,-0.4,-8.88,-5.31
48.531,1.17,-8.97,-4.6
48.547,-0.28,-8.75,-4.74
48.565,1.53,-8.22,-4.57
48.582,0.18,-8.64,-4.67
48.597,1.17,-8.14,-5.1
48.615,1.16,-8.95,-4.64
48.631,-0.58,-8.76,-4.72
48.648,1.3,-8.87,-4.34
48.664,0.26,-8.55,-4.51
48.681,1.45,-8.19,-5.02
48.697,0.29,-8.54,-4.39
48.713,-0.46,-8.92,-4.45
48.731,1.14,-8.98,-4.21
48.747,-0.35,-9.07,-5
48.765,1.4,-8.2,-5.01
48.781,0.53,-8.58,-4.48
48.798,1.32,-8.08,-4.51
48.814,1.14,-8.96,-4.43
48.831,-0.32,-8.99,-5.02
48.848,1.23,-9.02,-4.68
48.864,0.67,-8.46,-4.74
48.881,0.94,-8.08,-4.65
48.898,0.71,-8.37,-4.6
48.914,-0.23,-8.98,-5.04
48.931,1.24,-9,-4.74
48.948,-0.13,-8.85,-4.85
48.965,0.73,-8.09,-4.78
48.981,0.84,-8.34,-4.64
48.998,0.56,-8.26,-5.21
49.014,1.47,-8.94,-4.67
49.03,-0.07,-8.79,-4.78
49.048,1.52,-8.72,-4.36
49.064,0.75,-8.47,-4.46
49.08,0.22,-8.41,-5.16
49.097,0.77,-8.81,-4.69
49.114,0.2,-8.55,-4.8
49.13,1.51,-8.57,-4.44
49.148,0.88,-8.7,-4.6
49.164,0.05,-8.46,-5.32
49.181,1.01,-8.92,-4.79
49.197,0.42,-8.4,-4.99
49.214,1.32,-8.43,-4.54
49.231,0.36,-8.42,-4.79
49.247,-0.25,-8.61,-5.31
49.264,1.06,-9.01,-4.75
49.281,-0.14,-8.64,-4.91
49.297,1.12,-8.33,-4.66
49.314,0.68,-8.33,-4.6
49.33,1.04,-8.37,-5.09
49.347,1.23,-9.12,-4.63
49.364,0.21,-8.64,-4.77
49.38,1.29,-8.99,-4.45
49.397,0.94,-8.3,-4.57
49.413,0.7,-8.27,-5.19
49.43,0.91,-8.21,-4.94
49.447,-0.17,-8.63,-4.94
49.464,1.31,-8.92,-4.56
49.48,-0.33,-8.6,-5.2
49.497,0.21,-8.22,-5.36
49.514,0.95,-8.22,-5.02
49.531,0.39,-8.25,-4.92
49.547,1.23,-9.01,-4.48
49.563,-0.03,-8.62,-4.89
49.58,1.42,-9.03,-4.74
49.597,1.05,-8.44,-4.82
49.614,0.44,-8.27,-4.88
49.63,1.19,-8.27,-4.65
49.647,0.17,-8.56,-4.92
49.663,1.39,-8.86,-4.87
49.68,0.28,-8.41,-4.89
49.697,0.11,-8.37,-4.99
49.713,1.3,-8.34,-4.72
49.73,-0.11,-8.49,-5.54
49.747,1.4,-8.73,-5.06
49.764,0.39,-8.3,-4.82
49.78,1.31,-8.68,-4.56
49.797,1.27,-8.5,-4.58
49.813,-0.4,-8.67,-5.46
49.83,1.27,-8.78,-4.87
49.847,0.48,-8.14,-4.9
49.863,1.25,-8.42,-4.71
49.88,0.6,-8.14,-4.81
49.897,-0.48,-8.82,-5.44
49.913,1.49,-8.92,-4.8
49.93,-0.37,-8.77,-4.81
